player_id,player_name,player_url,player_category,Season,Age,Squad,Country,Competition,LgRank,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Penalty Kicks Made,Penalty Kicks Attempted,Matches
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,2019-2020,20,Gazélec Ajaccio,FRA,1. Coupe de la Ligue,27th,1.6,1,1,1,100.0,0.64,0.64,1.00,1.00,0,0,Matches
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,2020-2021,21,Stade Briochin,FRA,Coupe de France,33rd,2.7,2,0,0,,0.00,0.00,,,0,0,Matches
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,2023-2024,24,EF Reims Sainte-Anne Chatillons,FRA,Coupe de France,Rd8,1.9,1,,,,,,,,0,0,Matches
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,2024-2025,25,AS Prix-lès-Mézières,FRA,Coupe de France,Rd7,1.0,0,,,,,,,,0,0,Matches
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,5 Seasons,5 Clubs,,2 Leagues,,7.6,4,1,1,100.0,0.24,0.24,3.00,3.00,0,0,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,Gazélec Ajaccio (1 Season),,2 Leagues,,1.9,1,1,1,100.0,0.64,0.64,1.00,1.00,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,Stade Briochin (1 Season),,1 League,,2.7,2,0,0,,0.00,0.00,,,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,EF Reims Sainte-Anne Chatillons (1 Season),,1 League,,1.9,1,,,,,,,,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,AS Prix-lès-Mézières (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,Reims (1 Season),,1 League,,0.1,0,,,,,,,,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,Coupe de France (5 Seasons),,,,6.0,3,0,0,,0.00,0.00,,,0,0,,,
f348fa90,Scott-Beckam Kyei,https://fbref.com/en/players/f348fa90/Scott-Beckam-Kyei,KY,Coupe de la Ligue (1 Season),,,,1.6,1,1,1,100.0,0.64,0.64,1.00,1.00,0,0,,,
a6faba13,Derrick Kyere,https://fbref.com/en/players/a6faba13/Derrick-Kyere,KY,2022-2023,22,1. FC Kaan-Marienborn 07,GER,DFB-Pokal,R64,1.0,0,3,0,0.0,3.14,0.00,0.00,,0,0,Matches
a6faba13,Derrick Kyere,https://fbref.com/en/players/a6faba13/Derrick-Kyere,KY,1 Season,1 Club,,1 League,,1.0,0,3,0,0.0,3.14,0.00,0.00,,0,0,,
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2014-2015,21,Zamora CF,ESP,Copa del Rey,44th,1.0,0,,,,,,,,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2015-2016,22,Guijuelo,ESP,Copa del Rey,44th,0.6,0,,,,,,,,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2018-2019,25,U Salamanca,ESP,Copa del Rey,44th,2.3,1,,,,,,,,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2019-2020,26,U Salamanca,ESP,Copa del Rey,17th,1.0,0,3,2,66.7,3.00,2.00,0.00,0.00,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2021-2022,28,U Salamanca,ESP,Copa del Rey,Rd2,1.2,0,2,0,0.0,1.70,0.00,0.00,,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,2024-2025,31,U Salamanca,ESP,Copa del Rey,Rd2,0.8,0,2,0,0.0,2.43,0.00,0.00,,0,0,Matches
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,6 Seasons,3 Clubs,,1 League,,7.0,1,7,2,28.6,2.33,0.67,0.00,0.00,0,0,,
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,U Salamanca (4 Seasons),,1 League,,5.3,1,7,2,28.6,2.33,0.67,0.00,0.00,0,0,,,
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,Zamora CF (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
7ee356e9,Carlos de la Nava,https://fbref.com/en/players/7ee356e9/Carlos-de-la-Nava,LA,Guijuelo (1 Season),,1 League,,0.6,0,,,,,,,,0,0,,,
c1f19d85,Vilius Labutis,https://fbref.com/en/players/c1f19d85/Vilius-Labutis,LA,2023,21,Ocean City Nor'easters,USA,U.S. Open Cup,Rd2,2.3,1,4,3,75.0,1.71,1.29,0.25,0.33,0,0,Matches
c1f19d85,Vilius Labutis,https://fbref.com/en/players/c1f19d85/Vilius-Labutis,LA,1 Season,1 Club,,1 League,,2.3,1,4,3,75.0,1.71,1.29,0.25,0.33,0,0,,
4116e366,Luis Lacey,https://fbref.com/en/players/4116e366/Luis-Lacey,LA,2024-2025,19,Curzon Ashton FC,ENG,FA Cup,,0.3,0,,,,,,,,0,0,Matches
4116e366,Luis Lacey,https://fbref.com/en/players/4116e366/Luis-Lacey,LA,2025-2026,20,Macclesfield FC,ENG,FA Cup,,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,Matches
4116e366,Luis Lacey,https://fbref.com/en/players/4116e366/Luis-Lacey,LA,2 Seasons,2 Clubs,,1 League,,3.5,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,,
4116e366,Luis Lacey,https://fbref.com/en/players/4116e366/Luis-Lacey,LA,Macclesfield FC (1 Season),,1 League,,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,,,
4116e366,Luis Lacey,https://fbref.com/en/players/4116e366/Luis-Lacey,LA,Curzon Ashton FC (1 Season),,1 League,,0.3,0,,,,,,,,0,0,,,
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,2018-2019,24,Sicula Leonzio,ITA,Coppa Italia,61st,1.0,0,,,,,,,,0,0,Matches
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,2022-2023,28,Reggiana,ITA,Coppa Italia,Pre,0.4,0,0,0,,0.00,0.00,,,0,0,Matches
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,2023-2024,29,Vicenza Virtus,ITA,Coppa Italia,Pre,0.9,1,1,1,100.0,1.13,1.13,1.00,1.00,0,0,Matches
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,3 Seasons,3 Clubs,,1 League,,2.3,1,1,1,100.0,0.76,0.76,1.00,1.00,0,0,,
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,Reggiana (1 Season),,1 League,,0.4,0,0,0,,0.00,0.00,,,0,0,,,
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,Vicenza Virtus (1 Season),,1 League,,0.9,1,1,1,100.0,1.13,1.13,1.00,1.00,0,0,,,
0379c538,Giuliano Laezza,https://fbref.com/en/players/0379c538/Giuliano-Laezza,LA,Sicula Leonzio (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
7ec5b9ee,Iliass Laghjibi,https://fbref.com/en/players/7ec5b9ee/Iliass-Laghjibi,LA,2022,19,Northern Virginia Royals,USA,U.S. Open Cup,Rd2,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,0,0,Matches
7ec5b9ee,Iliass Laghjibi,https://fbref.com/en/players/7ec5b9ee/Iliass-Laghjibi,LA,1 Season,1 Club,,1 League,,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,0,0,,
84632caf,Ignacio Lago,https://fbref.com/en/players/84632caf/Ignacio-Lago,LA,2020,17,Talleres–C,ARG,Copa de la Liga Profesional,GR,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
84632caf,Ignacio Lago,https://fbref.com/en/players/84632caf/Ignacio-Lago,LA,2021,18,Talleres–C,ARG,Copa de la Liga Profesional,QF,0.7,0,0,0,,0.00,0.00,,,0,0,Matches
84632caf,Ignacio Lago,https://fbref.com/en/players/84632caf/Ignacio-Lago,LA,2022,19,Talleres–C,ARG,Copa de la Liga Profesional,GR,2.4,0,5,0,0.0,2.05,0.00,0.00,,0,0,Matches
84632caf,Ignacio Lago,https://fbref.com/en/players/84632caf/Ignacio-Lago,LA,3 Seasons,1 Club,,1 League,,3.3,0,5,0,0.0,1.51,0.00,0.00,,0,0,,
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,2017-2018,25,Koblenz,GER,DFB-Pokal,33rd,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,2018-2019,26,Elversberg,GER,DFB-Pokal,33rd,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,2020-2021,28,TSV Steinbach,GER,DFB-Pokal,33rd,0.9,0,1,0,0.0,1.17,0.00,0.00,,0,0,Matches
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,2022-2023,30,FV Engers 07,GER,DFB-Pokal,R64,1.0,0,3,2,66.7,3.00,2.00,0.00,0.00,0,0,Matches
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,4 Seasons,4 Clubs,,1 League,,3.9,0,5,2,40.0,1.30,0.52,0.00,0.00,0,0,,
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,FV Engers 07 (1 Season),,1 League,,1.0,0,3,2,66.7,3.00,2.00,0.00,0.00,0,0,,,
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,Koblenz (1 Season),,1 League,,1.0,0,0,0,,0.00,0.00,,,0,0,,,
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,TSV Steinbach (1 Season),,1 League,,0.9,0,1,0,0.0,1.17,0.00,0.00,,0,0,,,
82cabd53,Kevin Lahn,https://fbref.com/en/players/82cabd53/Kevin-Lahn,LA,Elversberg (1 Season),,1 League,,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,,,
2843329f,Yanis Lakhlifi,https://fbref.com/en/players/2843329f/Yanis-Lakhlifi,LA,2025,23,CD Faialense,USA,U.S. Open Cup,Rd1,0.8,0,0,0,,0.00,0.00,,,0,0,Matches
2843329f,Yanis Lakhlifi,https://fbref.com/en/players/2843329f/Yanis-Lakhlifi,LA,2026,24,CD Faialense,USA,U.S. Open Cup,Rd1,0.3,0,3,0,0.0,9.31,0.00,0.00,,0,0,Matches
2843329f,Yanis Lakhlifi,https://fbref.com/en/players/2843329f/Yanis-Lakhlifi,LA,2 Seasons,1 Club,,1 League,,1.1,0,3,0,0.0,2.62,0.00,0.00,,0,0,,
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,2018-2019,21,Montluçon Foot,FRA,Coupe de France,109th,1.0,0,,,,,,,,0,0,Matches
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,2021-2022,24,ÉDS Montluçon,FRA,Coupe de France,Rd7,1.0,0,,,,,,,,0,0,Matches
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,2023-2024,26,US Feurs,FRA,Coupe de France,R64,2.0,1,2,2,100.0,1.00,1.00,0.50,0.50,0,1,Matches
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,3 Seasons,2 Clubs,,1 League,,4.0,1,2,2,100.0,1.00,1.00,0.50,0.50,0,1,,
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,Montluçon Foot (2 Seasons),,1 League,,2.0,0,,,,,,,,0,0,,,
9323843d,Quentin Lallemand,https://fbref.com/en/players/9323843d/Quentin-Lallemand,LA,US Feurs (1 Season),,1 League,,2.0,1,2,2,100.0,1.00,1.00,0.50,0.50,0,1,,,
9266b22d,Samba Lam,https://fbref.com/en/players/9266b22d/Samba-Lam,LA,2024-2025,23,ES Thaon,FRA,Coupe de France,R32,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,0,0,Matches
9266b22d,Samba Lam,https://fbref.com/en/players/9266b22d/Samba-Lam,LA,1 Season,1 Club,,1 League,,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,0,0,,
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,2019-2020,25,Olympique Saint-Quentin,FRA,Coupe de France,65th,1.0,0,,,,,,,,0,0,Matches
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,2020-2021,26,Olympique Saint-Quentin,FRA,Coupe de France,108th,1.0,0,,,,,,,,0,0,Matches
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,2022-2023,28,Olympique Saint-Quentin,FRA,Coupe de France,R64,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,0,0,Matches
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,2023-2024,29,US Laon,FRA,Coupe de France,Rd7,1.0,0,,,,,,,,0,0,Matches
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,4 Seasons,2 Clubs,,1 League,,4.2,0,2,2,100.0,1.64,1.64,0.00,0.00,0,0,,
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,Olympique Saint-Quentin (3 Seasons),,1 League,,3.2,0,2,2,100.0,1.64,1.64,0.00,0.00,0,0,,,
fc053c4c,Mickaël Lamamy,https://fbref.com/en/players/fc053c4c/Mickael-Lamamy,LA,US Laon (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
dfa8d505,Björn Lambach,https://fbref.com/en/players/dfa8d505/Bjorn-Lambach,LA,2017-2018,25,BFC Dynamo,GER,DFB-Pokal,33rd,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0,Matches
dfa8d505,Björn Lambach,https://fbref.com/en/players/dfa8d505/Bjorn-Lambach,LA,2018-2019,26,BFC Dynamo,GER,DFB-Pokal,33rd,0.9,0,0,0,,0.00,0.00,,,0,0,Matches
dfa8d505,Björn Lambach,https://fbref.com/en/players/dfa8d505/Bjorn-Lambach,LA,2 Seasons,1 Club,,1 League,,1.2,0,1,0,0.0,0.84,0.00,0.00,,0,0,,
a9f21113,Bakary Lambers,https://fbref.com/en/players/a9f21113/Bakary-Lambers,LA,2023-2024,23,FC Oberneuland,GER,DFB-Pokal,R64,0.5,1,2,1,50.0,4.00,2.00,0.50,1.00,0,0,Matches
a9f21113,Bakary Lambers,https://fbref.com/en/players/a9f21113/Bakary-Lambers,LA,1 Season,1 Club,,1 League,,0.5,1,2,1,50.0,4.00,2.00,0.50,1.00,0,0,,
af53d202,Zakary Lamgahez,https://fbref.com/en/players/af53d202/Zakary-Lamgahez,LA,2023-2024,20,Nîmes,FRA,Coupe de France,R64,0.5,0,,,,,,,,0,0,Matches
af53d202,Zakary Lamgahez,https://fbref.com/en/players/af53d202/Zakary-Lamgahez,LA,2024-2025,21,Le Mans,FRA,Coupe de France,R16,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,Matches
af53d202,Zakary Lamgahez,https://fbref.com/en/players/af53d202/Zakary-Lamgahez,LA,2 Seasons,2 Clubs,,1 League,,2.0,0,1,0,0.0,0.67,0.00,0.00,,0,0,,
af53d202,Zakary Lamgahez,https://fbref.com/en/players/af53d202/Zakary-Lamgahez,LA,Le Mans (1 Season),,1 League,,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,,,
af53d202,Zakary Lamgahez,https://fbref.com/en/players/af53d202/Zakary-Lamgahez,LA,Nîmes (1 Season),,1 League,,0.5,0,,,,,,,,0,0,,,
282aa48e,Aaron Lamont,https://fbref.com/en/players/282aa48e/Aaron-Lamont,LA,2017-2018,,Truro City FC,ENG,FA Cup,85th,0.9,0,1,1,100.0,1.08,1.08,0.00,0.00,0,0,Matches
282aa48e,Aaron Lamont,https://fbref.com/en/players/282aa48e/Aaron-Lamont,LA,1 Season,1 Club,,1 League,,0.9,0,1,1,100.0,1.08,1.08,0.00,0.00,0,0,,
f02a543c,Florian Lamprecht,https://fbref.com/en/players/f02a543c/Florian-Lamprecht,LA,2019-2020,23,VfB Eichstätt,GER,DFB-Pokal,33rd,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
f02a543c,Florian Lamprecht,https://fbref.com/en/players/f02a543c/Florian-Lamprecht,LA,1 Season,1 Club,,1 League,,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,,
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,2020-2021,22,AF Virois,FRA,Coupe de France,108th,0.6,0,,,,,,,,0,0,Matches
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,2022-2023,24,AF Virois,FRA,Coupe de France,R64,2.8,1,1,0,0.0,0.35,0.00,1.00,,0,0,Matches
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,2025-2026,27,US Avranches,FRA,Coupe de France,R32,1.9,0,3,2,66.7,1.59,1.06,0.00,0.00,0,0,Matches
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,3 Seasons,2 Clubs,,1 League,,5.3,1,4,2,50.0,0.85,0.42,0.25,0.50,0,0,,
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,AF Virois (2 Seasons),,1 League,,3.5,1,1,0,0.0,0.35,0.00,1.00,,0,0,,,
7e46523f,Anas Lamrabette,https://fbref.com/en/players/7e46523f/Anas-Lamrabette,LA,US Avranches (1 Season),,1 League,,1.9,0,3,2,66.7,1.59,1.06,0.00,0.00,0,0,,,
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,2017-2018,24,AF Virois,FRA,Coupe de France,109th,1.0,0,,,,,,,,0,0,Matches
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,2019-2020,26,US Granville,FRA,Coupe de France,17th,3.5,1,0,0,,0.00,0.00,,,0,0,Matches
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,2022-2023,29,US Avranches,FRA,Coupe de France,R64,0.8,0,,,,,,,,0,0,Matches
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,2022-2023,29,US Granville,FRA,Coupe de France,R64,0.8,0,1,0,0.0,1.29,0.00,0.00,,0,0,Matches
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,3 Seasons,3 Clubs,,1 League,,6.0,1,1,0,0.0,0.24,0.00,1.00,,0,0,,
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,US Granville (2 Seasons),,1 League,,4.2,1,1,0,0.0,0.24,0.00,1.00,,0,0,,,
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,US Avranches (1 Season),,1 League,,0.8,0,,,,,,,,0,0,,,
58973b00,Reda Lamrabette,https://fbref.com/en/players/58973b00/Reda-Lamrabette,LA,AF Virois (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
acbe4907,Gonzalo Landeira,https://fbref.com/en/players/acbe4907/Gonzalo-Landeira,LA,2023-2024,,Compostela,ESP,Copa del Rey,Rd1,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
acbe4907,Gonzalo Landeira,https://fbref.com/en/players/acbe4907/Gonzalo-Landeira,LA,2024-2025,,Compostela,ESP,Copa del Rey,Rd1,0.7,0,1,0,0.0,1.45,0.00,0.00,,0,0,Matches
acbe4907,Gonzalo Landeira,https://fbref.com/en/players/acbe4907/Gonzalo-Landeira,LA,2 Seasons,1 Club,,1 League,,0.8,0,1,0,0.0,1.22,0.00,0.00,,0,0,,
26305b19,Andre Landell,https://fbref.com/en/players/26305b19/Andre-Landell,LA,2019-2020,25,Stourbridge FC,ENG,FA Cup,85th,0.2,0,1,0,0.0,4.29,0.00,0.00,,0,0,Matches
26305b19,Andre Landell,https://fbref.com/en/players/26305b19/Andre-Landell,LA,1 Season,1 Club,,1 League,,0.2,0,1,0,0.0,4.29,0.00,0.00,,0,0,,
c3fc7959,Connor Langan,https://fbref.com/en/players/c3fc7959/Connor-Langan,LA,2022,23,Des Moines Menace,USA,U.S. Open Cup,Rd2,2.0,0,1,0,0.0,0.51,0.00,0.00,,0,0,Matches
c3fc7959,Connor Langan,https://fbref.com/en/players/c3fc7959/Connor-Langan,LA,2023,24,Des Moines Menace,USA,U.S. Open Cup,Rd2,2.0,0,0,0,,0.00,0.00,,,0,0,Matches
c3fc7959,Connor Langan,https://fbref.com/en/players/c3fc7959/Connor-Langan,LA,2 Seasons,1 Club,,1 League,,4.0,0,1,0,0.0,0.25,0.00,0.00,,0,0,,
0b8913d8,Angelo Langer,https://fbref.com/en/players/0b8913d8/Angelo-Langer,LA,2016-2017,23,Wattenscheid,GER,DFB-Pokal,33rd,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
0b8913d8,Angelo Langer,https://fbref.com/en/players/0b8913d8/Angelo-Langer,LA,2019-2020,26,Rödinghausen,GER,DFB-Pokal,33rd,1.3,0,1,1,100.0,0.75,0.75,0.00,0.00,0,0,Matches
0b8913d8,Angelo Langer,https://fbref.com/en/players/0b8913d8/Angelo-Langer,LA,2 Seasons,2 Clubs,,1 League,,2.3,0,1,1,100.0,0.43,0.43,0.00,0.00,0,0,,
0b8913d8,Angelo Langer,https://fbref.com/en/players/0b8913d8/Angelo-Langer,LA,Wattenscheid (1 Season),,1 League,,1.0,0,0,0,,0.00,0.00,,,0,0,,,
0b8913d8,Angelo Langer,https://fbref.com/en/players/0b8913d8/Angelo-Langer,LA,Rödinghausen (1 Season),,1 League,,1.3,0,1,1,100.0,0.75,0.75,0.00,0.00,0,0,,,
161745e2,Joseph Lanoy,https://fbref.com/en/players/161745e2/Joseph-Lanoy,LA,2018-2019,18,US Saint-Omer,FRA,Coupe de France,65th,2.4,0,,,,,,,,0,0,Matches
161745e2,Joseph Lanoy,https://fbref.com/en/players/161745e2/Joseph-Lanoy,LA,2023-2024,23,US Saint-Omer,FRA,Coupe de France,R64,0.5,0,1,0,0.0,1.84,0.00,0.00,,0,0,Matches
161745e2,Joseph Lanoy,https://fbref.com/en/players/161745e2/Joseph-Lanoy,LA,2 Seasons,1 Club,,1 League,,2.9,0,1,0,0.0,1.84,0.00,0.00,,0,0,,
89edb7e8,Fernando Lara Barrios,https://fbref.com/en/players/89edb7e8/Fernando-Lara-Barrios,LA,2022,19,Contra Costa FC,USA,U.S. Open Cup,Rd1,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
89edb7e8,Fernando Lara Barrios,https://fbref.com/en/players/89edb7e8/Fernando-Lara-Barrios,LA,1 Season,1 Club,,1 League,,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,,
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,2018-2019,20,US Montagnarde,FRA,Coupe de France,65th,1.2,0,,,,,,,,0,0,Matches
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,2021-2022,23,US Saint-Malo,FRA,Coupe de France,Rd8,0.6,0,,,,,,,,0,0,Matches
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,2025-2026,27,GSI Pontivy,FRA,Coupe de France,R64,0.7,0,1,0,0.0,1.38,0.00,0.00,,0,0,Matches
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,3 Seasons,3 Clubs,,1 League,,2.5,0,1,0,0.0,1.38,0.00,0.00,,0,0,,
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,US Montagnarde (1 Season),,1 League,,1.2,0,,,,,,,,0,0,,,
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,US Saint-Malo (1 Season),,1 League,,0.6,0,,,,,,,,0,0,,,
e6b0ff4e,Aimen Laraba,https://fbref.com/en/players/e6b0ff4e/Aimen-Laraba,LA,GSI Pontivy (1 Season),,1 League,,0.7,0,1,0,0.0,1.38,0.00,0.00,,0,0,,,
1cfcef0a,Mel Lasme,https://fbref.com/en/players/1cfcef0a/Mel-Lasme,LA,2024-2025,24,FC 93,FRA,Coupe de France,R64,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,0,0,Matches
1cfcef0a,Mel Lasme,https://fbref.com/en/players/1cfcef0a/Mel-Lasme,LA,1 Season,1 Club,,1 League,,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,0,0,,
91346f25,Lucas Laso,https://fbref.com/en/players/91346f25/Lucas-Laso,LA,2025-2026,22,Getafe,ESP,Copa del Rey,R32,2.8,0,3,1,33.3,1.06,0.35,0.00,0.00,0,0,Matches
91346f25,Lucas Laso,https://fbref.com/en/players/91346f25/Lucas-Laso,LA,1 Season,1 Club,,1 League,,2.8,0,3,1,33.3,1.06,0.35,0.00,0.00,0,0,,
3f54b4a1,Bastien Launay,https://fbref.com/en/players/3f54b4a1/Bastien-Launay,LA,2020-2021,21,US Avranches,FRA,Coupe de France,108th,1.0,0,,,,,,,,0,0,Matches
3f54b4a1,Bastien Launay,https://fbref.com/en/players/3f54b4a1/Bastien-Launay,LA,2022-2023,23,US Avranches,FRA,Coupe de France,R64,1.7,0,2,0,0.0,1.15,0.00,0.00,,0,0,Matches
3f54b4a1,Bastien Launay,https://fbref.com/en/players/3f54b4a1/Bastien-Launay,LA,2023-2024,24,US Avranches,FRA,Coupe de France,Rd7,0.8,0,,,,,,,,0,0,Matches
3f54b4a1,Bastien Launay,https://fbref.com/en/players/3f54b4a1/Bastien-Launay,LA,2024-2025,25,SAS Épinal,FRA,Coupe de France,Rd7,0.9,0,,,,,,,,0,0,Matches
3f54b4a1,Bastien Launay,https://fbref.com/en/players/3f54b4a1/Bastien-Launay,LA,4 Seasons,2 Clubs,,1 League,,4.4,0,2,0,0.0,1.15,0.00,0.00,,0,0,,
